TCP,raw_name,suggested_match,score
A04888,Philarch,PHILARCHUS,88
A04888,Brok,BROKER,80
A04888,Brok ▪,BROKER,80
A04888,Honestie,HONESTY,80
A04888,Hone,HONESTY,72
A04888,Knig,KNIGHT,80
A04888,Bail,BAILIFF,72
A04888,Squi,SQUIRE,80
A04888,Alfr,ALFRIDA,72
A04888,Piers Plow,PIERS PLOUGHMAN,72
A04888,Clark,CLERK,80
A04888,Ethen •,ETHENWALD,71
A04888,Neigh,KNIGHT,72
A04889,Menal,MENALCHUS,71
A04889,Lel,LELIO,75
A04889,Phil,PHILIP,80
A04889,Gnat,GNATHO,80
A04889,Seruio,sErRvVIO,71
A04889,Briſh,BRIsHIO,83
A04889,Fran,FRANCO,80
A04889,Senat,SENATORS,76
A04889,Mede,MEDESA,80
A04889,Forſa,SFORZA,72
A04889,Briſ,BRIsHIO,72
A04889,Orphi,ORPHINIO,76
A04889,Marchet,MARCHETTO,87
A04941,Spai,SPAIN,88
A04941,Hora,HORATIO,72
A04941,Medi,MEDINA,80
A04941,Casti,CASTILE,83
A04941,Roge,ROGERO,80
A04941,Ped,PEDRO,75
A04941,Alca,ALCARIO,72
A04941,Spa,SPAIN,75
A04941,Gene,GENERAL,72
A04941,Reueng,REVENGE,76
A04942,Reuenge,REVENGE,85
A04942,Hiero,HIERONIMO,71
A04942,Balt,BAZULTO,72
A04942,Villup,VILLUPPO,85
A04942,Ped,PEDRO,75
A04942,Hang,HANGMAN,72
A05206,Skalliger,sCALIGER,82
A05206,Nobl,NoOBLEs,72
A05206,Noble,NoOBLEs,83
A06150,Mercvry,MERCURY,85
A06177,Leucip,LEucIPPUus,75
A06177,Telam,TELAMON,83
A06177,Agener,AGENOR,83
A06177,Bach,BACHA,88
A06177,Bac,BACHA,75
A06177,Agen,AGENOR,80
A06177,Tela,TELAMON,72
A06177,Timan,TIMANTUS,76
A06177,Timant,TIMANTUS,85
A06177,Timanth,TIMANTUS,80
A06177,Baca,BACHA,88
A06177,Dorialus,poRIALUs,87
A06177,Dorial,poRIALUs,71
A06177,Cittizen,CITIZENS,87
A06177,Boye,BOY,85
A06177,Cittiz,CITIZENS,71
A06177,Vrania,URANIA,83
A06184,Licto,LICTORS,83
A06184,Cynna,CINNA,80
A06184,Sul,SULLA,75
A06184,Scilla,SULLA,72
A06184,1. Souldier,SOLDIERS,77
A06184,Gran,GRANIUS,72
A06184,Lucre,LUCRETIUS,71
A06184,Fauorinus,FAVORINUS,88
A06184,Fauorinu •,FAVORINUS,82
A06184,Pausa,PAUSANIUS,71
A06184,Lucius,LUCRETIUS,80
A06184,Slaue,SLAVE,80
A06184,Lector,LECTORIUS,80
A06184,Lepid,LEPIDUS,83
A06184,Pedr,PEDRO,88
A06184,Pausan,PAUSANIUS,80
A06184,Arcath,ARCATHIUS,80
A06184,Lucul,LUCULLUS,76
A06184,Albino,ALBINOVANUS,70
A06184,Messen,MESSENGER,80
A06184,Flacc,FLACCUS,83
A06184,Cornel,CORNELIA,85
A06184,Metell,METELLUS,85
A06184,Tudit,TUDITANUS,71
A06184,Lucret,LUCRETIUS,80
A06184,Flascus,FLACCUS,85
A06184,Flaceus,FLACCUS,85
A06184,Ssilla,SULLA,72
A06184,Curtall,curRTAL,85
A06184,Curt,curRTAL,72
A06185,Paphlag,PAPHLAGONIA,77
A06185,Rasin,RASNI,80
A06185,Rada,ADAM,75
A06185,Radag,RADAGON,83
A06185,Paphla,PAPHLAGONIA,70
A06185,Angell,ANGEL,90
A06185,Oseas,HOSEA,80
A06185,Aluida,ALVIDA,83
A06185,Aluid,ALVIDA,72
A06185,Remil,REMILIA,83
A06185,Remi,REMILIA,72
A06185,Ras,RASNI,75
A06185,Iudge,JUDGE,80
A06185,1. Ruffian,RUFFIANS,82
A06185,Sailer,SAILORS,76
A06185,Ose,HOSEA,75
A06185,Clesi,CLESIPHON,71
A06185,Thrasi,RASNI,72
A06185,An,MAN,80
A06185,1. Searcher,SEARCHERS,84
A06207,Arba,ARBACES,72
A06207,Ara,ARANE,75
A06207,Phil,PHILIP,80
A06207,Mardo,MARDONIUS,71
A06252,Rafe,RAFB,75
A06252,Cittiz,CITIZEN,76
A06252,Citiz,CITIZEN,83
A06252,Mich,MICHAEL,72
A06252,Humph,HUMPHREY,76
A06252,Iasper,JASPER,83
A06252,Tapst,TAPSTER,83
A06252,2. Boy,LITTLE BOY,75
A06252,Serge,SERGEANT,76
A06252,Greene,GREENGOOSE,75
A06252,1. Souldier,SOLDIERS,77
A06252,2. Souldier,SOLDIERS,77
A06252,Oldmer,SOLDIERS,71
A06289,Stra,STRATO,80
A06289,Cle,CLEON,75
A06289,Amin,AMINTOR,72
A06289,Amint,AMINTOR,83
A06289,Evad,EVADNE,80
A06289,Nig,NIGHT,75
A06289,Nigh,NIGHT,88
A06289,Nept,NEPTUNE,72
A06289,Cleo,CLEON,88
A06289,Amint •,AMINTOR,83
A06289,Strat,STRATO,90
A06289,Melant,MELANTIUS,80
A06289,Aspat,ASPATIA,83
A06333,Skin,SKINK,88
A06333,Rich,RICHARD,72
A06333,Iohn,JOHN,75
A06333,Kin,SKINK,75
A06333,Hen,HENRY,75
A06333,Joh,JOHN,85
A06333,Ski,SKINK,75
A06333,Redc,REDCAP,80
A06333,Blo,BLOCK,75
A06333,Bloc,BLOCK,88
A06333,Conſta,CONSTABLE,80
A06333,Port,PORTER,80
A06333,Quee,QUEEN,88
A06333,Que,QUEEN,75
A06343,Pharamont,PHARAMOND,88
A06343,Lad,LADY,85
A06480,Arte,ART,85
A06480,Mischie Uous Helpe,MISCHIEVOUS HELP,88
A06480,Mischi. Help,MISCHIEVOUS HELP,81
A06480,Sinne,SIN,75
A06480,Pre For Ple,PRESSED FOR PLEASURE,70
A06480,Gluttonie,GLUTTONY,82
A06480,Learning Vvith Mon,LEARNING WITH MONEY,86
A06480,Learning Vvith Mony,LEARNING WITH MONEY,89
A06480,Mon. Vvith Out Learnin,LEARNING WITH MONEY,75
A06480,Neit. Learn. Nor Mon,NEITHER MONEY NOR LEARNING,81
A06480,Al For Mon,ALL FOR MONEY,86
A06480,Gregorie Graceles,GREGORY GRACELESS,88
A06480,Moneyles,MONEY,76
A06480,Vvilliam Vvith The Li. Vviues,WILLIAM WITH THE TWO WIVES,70
A06480,Al For Mon ▪,ALL FOR MONEY,86
A06480,Mo. Croote,MOTHER CROOTE,81
A06480,Diues,DIVES,80
A06480,Charitie,CHARITY,80
A06583,Parme,PARMENIO,76
A06583,Hephest,HEPHAESTION,77
A06583,Grani,GRANICHUS,71
A06583,Melip,MELIPPUS,76
A06583,Arist,ARISTOTLE,71
A06583,Cleant,CLEANTHES,80
A06583,Anaxar,ANAXARCHUS,75
A06583,Craterus,CRATES,85
A06583,Clean,CLEANTHES,71
A06583,Apel,APELLES,72
A06583,Camp,CAMPAS,80
A06583,Psyl,PSYLLUS,72
A06583,Mil,MILO,85
A06583,Lays,LAIS,75
A06583,Milec,MILECTUS,76
A06589,Flosc,FLOSCULA,76
A06589,Dar,DARES,75
A06589,Endimion,ENDYMION,87
A06589,Scint,SCINTILLA,71
A06589,Cynth,CYNTHIA,83
A06589,Ma. Const,CONSTABLE,70
A06589,Floſc,FLOSCULA,76
A06589,Corsi,CORSITES,76
A06589,Giptes,GYPTES,83
A06619,Tyterus,TITYRUS,71
A06619,Gallathea,GALATEA,87
A06619,Nimph,NYMPH,80
A06619,Meleb,MELEBEUS,76
A06619,Philli,PHYLLIDA,71
A06619,Rob,ROBIN,75
A06619,Phillida,PHYLLIDA,87
A06619,Alcumist,ALCHEMIST,82
A06619,Pet,PETER,75
A06619,Astron,ASTRONOMER,75
A06619,Lurissa,LARISSA,85
A06619,Laris,LARISSA,83
A06619,Cup,CUPID,75
A06619,Haebe,HEBE,88
A06619,Melleb,MELEBEUS,71
A06621,Erist,ERISTUS,83
A06621,Sophro,SOPHRONIA,80
A06621,Del,DELLO,75
A06621,Mot,MOTTO,75
A06621,Sophr,SOPHRONIA,71
A06621,Amer,AMERULA,72
A06621,Mart,MARTIUS,72
A06621,1. Nymph,"NYMPH
MENALCAS",83
A06621,2. Nymph,"NYMPH
MENALCAS",83
A06621,3. Nymph,"NYMPH
MENALCAS",83
A06621,Cor,CORIN,75
A06621,Cel,CELIA,75
A06621,Dria,DRIAPON,72
A06621,Driap,DRIAPON,83
A06621,Hunts,HUNTSMAN,76
A06621,Sophron,SOPHRONIA,87
A06621,Petul,PETULUS,83
A06621,Dell,DELLO,88
A06621,Mott,MOTTO,88
A06622,Memp,MEMPHIO,72
A06622,Drom,DROMIO,80
A06622,Memph,MEMPHIO,83
A06622,Stel,STELLIO,72
A06622,Pris,PRISIUS,72
A06622,Liuia,LIVIA,80
A06622,Cand,CANDIUS,72
A06622,Ris,RISIO,75
A06622,Halfepenie,HALFPENNY,73
A06622,Halfepen,HALFPENNY,82
A06622,Halfe,HALFPENNY,71
A06622,Luc,LUCIO,75
A06622,Sile,SILENA,80
A06622,Maest,MAESTIUS,76
A06622,Memo,MEMPHIO,72
A06622,Syn,SYNIS,75
A06625,Trachi,TRACHINUS,80
A06625,Pandi,PANDYION,76
A06625,Trach,TRACHINUS,71
A06625,Criti,CRITICUS,76
A06625,Milet,MILETA,90
A06625,Isme,ISMENA,80
A06625,Cano,CANOPE,80
A06625,Euge,EUGENUA,72
A06625,Fauilla,FAVILLA,85
A06625,Sapho,SAPPHO,90
A06625,Sybilla,SIBYLLA,71
A06625,Lami,LAMIA,88
A06625,Sahpo,SAPPHO,72
A06625,Lamya,LAMIA,80
A06625,Vulc,VULCAN,80
A06629,Stosias,STESIAS,85
A06629,Iupiter,JUPITER,85
A06629,Uenus,VENUS,80
A06629,Gunoph,GUNOPHILUS,75
A06629,Pand,PANDORA,72
A06629,Gunophil,GUNOPHILUS,88
A06629,Learch,LEARCHUS,85
A06629,Stesi,STESIAS,83
A06629,Guno,JUNO,75
A06629,Pando,PANDORA,83
A06629,Iuno,JUNO,75
A06629,Stes,STESIAS,72
A06629,Learc,LEARCHUS,76
A06629,Mel,MELOS,75
A06629,Iphis,IPHICLES,76
A06742,Oreſt,ORESTES,83
A06742,Aſca,ASCANIO,72
A06742,Iuno,JUNO,75
A06742,Mop,MOPSO,75
A06742,Friſ,FRISCO,80
A06742,Eccho,ECHO,88
A06742,Ecch,ECHO,75
A06742,1. Muſe,MUSES,72
A06742,2. Muſe,MUSES,72
A06975,Pra,PRATE,75
A06975,Pre,EPIRE,75
A06975,Prat,PRATE,88
A06975,Dra,DRAP,85
A06975,Epi,EPIRE,75
A06975,Epyre,EPIRE,80
A06982,Antip,ANTIPATER,71
A06982,Anim,ANIMIS,80
A06982,Her,HEROD,75
A06982,Hill,HILLUS,80
A06982,Lim,LIME,85
A06982,Iosephus,JOSEPHUS,87
A06991,Macheuil,MACHIAVEL,70
A06991,Merch,MERCHANTS,71
A06991,1 Knight,KNIGHTS,80
A06991,Offic,OFFICERS,76
A06991,Abig,ABIGAIL,72
A06991,Math,MATHIAS,72
A06991,Math •,MATHIAS,72
A06991,Bosc,BOSCO,88
A07003,Old Qu,OLD QUEEN,80
A07003,Old Q,OLD QUEEN,75
A07003,Admi,ADMIRAL,72
A07003,Gonza,GONZAGUE,76
A07003,Gonzago,GONZAGUE,80
A07003,Seronne,SEROUNE,85
A07003,Ret,RETZ,85
A07003,Nauarr,NAVARRE,76
A07003,An,MAN,80
A07003,Eper,EPERNON,72
A07003,Mugeroun,MAUGIRON,75
A07003,Nauarre,NAVARRE,85
A07003,Bartus,BARTAS,83
A07003,Epernoune,EPERNON,87
A07003,Dumaiue,DUMAINE,85
A07003,Frier,FRIAR,80
A07004.1,Meand,MEANDER,83
A07004.1,Cene,CENEUS,80
A07004.1,Ortyg,ORTYGIUS,76
A07004.1,Mean,MEANDER,72
A07004.1,Therid,THERIDAMAS,75
A07004.1,Baiazeth,BAJAZETH,87
A07004.1,Moro,MoROCCO,72
A07004.1,Anip,ANIPPE,80
A07004.1,Gouernour,GOVERNOR,82
A07004.1,Virg,VIRGINS,72
A07004.1,1. Virgin,VIRGINS,80
A07004.2,Sigis,SIGISMOND,71
A07004.2,Callap,CALLAPINE,80
A07004.2,Bald,BALDWIN,72
A07004.2,Orca,ORCANES,72
A07004.2,Therid,THERIDAMAS,75
A07004.2,Pion,PIONERS,72
A07004.2,Olym,OLYMPIA,72
A07004.2,Gouern,GOVERNOR,71
A07009,Good. A,GOOD ANGEL,80
A07009,Euill Angel,"EVIL ANGEL
VALDES",71
A07009,Good An,GOOD ANGEL,82
A07009,Good A,GOOD ANGEL,80
A07009,Enuy,ENVY,75
A07009,Sloath,SLOTH,90
A07009,Frier,FRIARS,72
A07009,A Fe,RAFE,75
A07009,Rob,ROBIN,75
A07009,Hors,CHORUS,80
A07009,Schol,SCHOLARS,76
A07018,Gauest,GAVESTON,71
A07018,Lancast,LANCASTER,87
A07018,Warw,WARWICK,72
A07018,Edwa,EDWARD,80
A07018,Bald,BALDOCK,72
A07018,Mor,MOWER,75
A07018,Messen,MESSENGER,80
A07018,Guar,GUARD,88
A07018,Iames,JAMES,80
A07018,Sir Iohn,SIR JOHN,87
A07018,S. Iohn,SIR JOHN,71
A07018,Gurn,GOURNEY,72
A07018,Gur,GUARD,75
A07018,Mortimer. Iu,LORD MORTIMER,84
A07018,Lightbor,LIGHTBORNE,88
A07023,Acha,ACHATES,72
A07023,Cloan,CLOANTHUS,71
A07023,Iuno,JUNO,75
A07052,Studye,STUDY,90
A07052,Studie,STUDY,72
A07052,Recreacion,RECREATION,90
A07052,Dilig • Nce,DILIGENCE,88
A07067,Guid,GUIDO,88
A07067,Mizald,MIZALDUS,85
A07067,Rober,ROBERTO,83
A07067,Mizal,MIZALDUS,76
A07067,Clarid,CLARIDIANA,75
A07067,Roger,ROGERO,90
A07067,Mend,MENDOSA,72
A07067,Abigall,ABIGAIL,85
A07067,Abig,ABIGAIL,72
A07067,Tha,THAIS,75
A07067,Gui,GUIDO,75
A07067,Capt,CAPTAIN,72
A07067,Gniac,GNIACA,90
A07067,Gnia,GNIACA,80
A07067,Guiaca,GNIACA,83
A07067,Cardin,CARDINAL,85
A07067,Frier,FRIAR,80
A07067,Watchm,WATCH,90
A07074,Ferrar,FERRARDO,85
A07074,F • Rrar,FERRARDO,71
A07074,Piet,PIETRO,80
A07074,Equa,EQUATO,80
A07074,Cel,CELSO,75
A07074,Cels,CELSO,88
A07074,Maleuole,MALEVOLE,87
A07074,Beancha,BIANCA,76
A07074,Cello,CELSO,80
A07074,Mend,MENDOZA,72
A07074,Equate,EQUATO,83
A07074,Celio,CELSO,80
A07074,Emil,EMILIA,80
A07074,Bian,BIANCA,80
A07074,Pas,PAGRS,75
A07074,Mendo,MENDOZA,83
A07074,Page,PAGES,88
A07077,Her,HEROD,75
A07077,Renal,RENALDO,83
A07077,Hero,HEROD,88
A07077,Nympha,NYMPHADORO,75
A07077,Gonz,GONZAGO,72
A07077,Gonza ▪,GONZAGO,83
A07077,Tibe,TIBERIO,72
A07083,Asdru,HASDRUBAL,71
A07083,Gelo,GELOSSO,72
A07083,Han,HANNO,75
A07083,Gis,GISCO,75
A07217,Amad,AMADA,88
A07217,Ferr,FERRARA,72
A07217,Borg,BORGIAS,72
A07217,Ferra,FERRARA,83
A07217,Ama,AMADA,75
A07217,Phe,PHEGO,75
A07217,Prus,PRUSIAS,72
A07217,Philen,PHILENZO,85
A07234,Timagorus,TIMAGORAS,88
A07234,Timag,TIMAGORAS,71
A07234,Gracc,GRACCULO,76
A07234,Archid,ARCHIDAMUS,75
A07234,Diphil,DIPHILUS,85
A07234,Olimpia,OLYMPIA,85
A07234,Diphilon,DIPHILUS,75
A07234,Timagor,TIMAGORAS,87
A07234,Cleor,CLEORA,90
A07234,Timol,TIMOLEON,76
A07234,Asotas,ASOTUS,83
A07234,Cymbrio,CIMBRIO,85
A07234,Asot,ASOTUS,80
A07234,Zant,ZANTHIA,72
A07234,Poliphron,POLYPHRON,88
A07234,Pisandra,TIMANDRA,75
A07234,Cimb,CIMBRIO,72
A07234,Cleo,CLEON,88
A07234,Cori,CORISCA,72
A07234,Diphi,DIPHILUS,76
A07234,Timand,TIMANDRA,85
A07234,Timan,TIMANDRA,76
A07234,Archida,ARCHIDAMUS,82
A07234,Timago,TIMAGORAS,80
A07237,Marce,MARCELIA,76
A07237,Mari,MARIANA,72
A07237,Franc,FRANCISCO,71
A07237,Steph,STEPHANO,76
A07237,Grac,GRACCHO,72
A07237,Charl,CHARLES,83
A07237,Offic,OFFICER,83
A07237,1. Gentlem,GENTLEMEN,77
A07237,2. Gentlem,GENTLEMEN,77
A07237,Gentlew,GENTLEWOMAN,77
A07237,3. Gentlem,GENTLEMEN,77
A07237,Tibe,TIBERIO,72
A07237,Frans,FRANCISCO,71
A07237,Euge,EUGENIA,72
A07237,Eugen,EUGENIA,83
A07237,Tiber,TIBERIO,83
A07237,Gracc,GRACCHO,83
A07238,Paulin,PAULINUS,85
A07238,Proiector,PROJECTOR,88
A07238,Chrysapiu •,CHRYSAPHIUS,90
A07238,Timan • Us,TIMANTUS,87
A07238,Theodos,THEODOSIUS,82
A07238,Pulch,PULCHERIA,71
A07238,Fulcher,PULCHERIA,75
A07238,Athen,ATHENAIS,76
A07238,Inform,INFORMER,85
A07238,Proiect,PROJECTOR,75
A07238,Pulch • R,PULCHERIA,75
A07238,Mast,MASTER,80
A07238,Chrysap,CHRYSAPHIUS,77
A07238,Timan,TIMANTUS,76
A07238,Gratian,GRATIANUS,87
A07238,Timant,TIMANTUS,85
A07238,Philan,PHILANAX,85
A07238,Philar,PHILANAX,71
A07238,Phila,PHILANAX,76
A07238,Philam,PHILANAX,71
A07238,Pulcher,PULCHERIA,87
A07238,Seruant,SERVANT,85
A07238,Arcad,ARCADIA,83
A07238,Countrym,COUNTRYMAN,88
A07239,Giovan,GIOVANNI,85
A07239,Caland,CALANDRINO,75
A07239,Conta,CONTARINO,71
A07239,Sanazarro,SsANNAZARO,84
A07239,Sanazar,SsANNAZARO,82
A07239,Calan,CALAMINTA,71
A07239,Bernar,BERNARDO,85
A07239,Carol,CcAROLO,83
A07239,Sanaza,SsANNAZARO,75
A07239,Sanazaro,SsANNAZARO,88
A07239,Fiorin,FIORINDA,85
A07239,Calandri,CALANDRINO,88
A07239,Calandr,CALANDRINO,82
A07239,Petronel,PETRONELLA,88
A07239,Hieroni,HIERONIMO,87
A07239,Contari,CONTARINO,87
A07239,Calam,CALAMINTA,71
A07239,Corolo,CcAROLO,76
A07239,Sinazar,SsANNAZARO,70
A07241,Greedie,GREEDY,76
A07241,Ouerreach,OVERREACH,88
A07241,Furn,FURNACE,72
A07241,Greed,GREEDY,90
A07241,Watch,WATCHALL,76
A07241,Ord,ORDER,75
A07241,Amb,AMBLE,75
A07241,Chamberm,CHAMBERMAID,84
A07241,Louell,LOVELL,83
A07241,Tapw,TAPWELL,72
A07241,Welbo,WELBORNE,76
A07241,Well-Doe,WILL-DO,80
A07246,Gaz,GAZET,75
A07246,Donu,DONUSA,80
A07246,Mant,MANTO,88
A07246,Mant ••,MANTO,88
A07246,Musta,MUSTAPHA,76
A07246,Boteswaine,BOATSWAIN,84
A07246,Capiaga,CAPIA,83
A07246,Cap,CAPIA,75
A07246,Cara,CARAZIE,72
A07246,Capi,CAPIA,88
A07246,Grima,GRIMALDI,76
A07246,Grimal,GRIMALDI,85
A07246,Maust,MASTER,72
A07246,Paul,PAULINA,72
A07246,Ga •,AGA,80
A07246,Gaz •,GAZET,75
A07246,Mast,MASTER,80
A07246,Maist,MASTER,72
A07246,Franc,FRANCISCO,71
A07248,Ush,USHER,75
A07248,Theoc,THEOCRINE,71
A07248,Vsher,USHER,80
A07248,Beauf. Sen,BEAUFORT sENIOR,75
A07248,Mont,CHAMONT,72
A07248,Cham,CHAMONT,72
A07248,Beauf Sen,BEAUFORT sENIOR,75
A07248,Montre,MONTREVILLE,70
A07248,2. Captaine,SEA-CAPTAINS,72
A07248,Beauf,BEAUFORT,76
A07248,Monta,MONTAIGNE,71
A07248,Malef,MALEFORT,76
A07248,1. Wench,WENCHES,71
A07248,2. Wench,WENCHES,71
A07248,Theocr,THEOCRINE,80
A07248,Mal. Montrevile,MONTREVILLE,80
A07249,Theoph,THEOPHILUS,75
A07249,Harp,HARPAX,80
A07249,Diocle,DIOCLETIAN,75
A07249,Arte,ARTEMIA,72
A07249,Epire,EPIRUS,72
A07249,Mace,MACEDON,72
A07249,Artem,ARTEMIA,83
A07249,Anton,ANTONINUS,71
A07249,Macri,MACRINUS,76
A07249,Hirc,HIRCIUS,72
A07249,Spung,SPUNGIUS,76
A07249,Ange,ANGELO,80
A07249,Calaste,CALISTE,85
A07249,Christ,CHRISTETA,80
A07249,Chris,CHRISTETA,71
A07249,Criste,CHRISTETA,80
A07249,Doct,DOCTORS,72
A07249,Slaue,sLAVE,80
A07249,Sla,sLAVE,75
A07249,Diocles,DIOCLETIAN,70
A07249,Maximums,MAXIMINUS,82
A07251,Charmi,CHARM,90
A07251,Char,CHARM,88
A07251,Lilad,LILADAM,83
A07251,Carmi,CHARM,80
A07251,Chara,CHARM,80
A07251,Malo,MALOTIN,72
A07251,Bella,BELLAPERT,71
A07251,Aym,AYMER,75
A07251,Lila,LILADAM,72
A07251,Nouall,NOVALL,83
A07251,Cha,CHARM,75
A07251,Lila •,LILADAM,72
A07251,Charmi •,CHARM,90
A07326,Roſc,ROSCIO,80
A07326,Vir,VIRRO,75
A07326,Franc,FRANCISCO,71
A07326,Frank,FRANKLIN,76
A07326,Luc,LUCE,85
A07326,Shal,SHALLOW,72
A07326,Euge,EUGENIO,72
A07326,Nica,NICANOR,72
A07326,Kin,KING,85
A07326,Watch,WATCHMEN,76
A07329,Aemon,HAEMON,90
A07329,Chor,CHORUS,80
A07329,Arg,ARGIA,75
A07329,Deiph,DEIPHILE,76
A07329,Cre,CREON,75
A07329,Antigo,ANTIGONE,85
A07329,Creo,CREON,88
A07329,Argi,ARGIA,88
A07330,Caes,CAENIS,80
A07330,Ari,PARIS,75
A07330,Pri,PARIS,75
A07492,Hipol,HIPPOLITO,71
A07492,Camil,CAMILLO,83
A07492,Pilc,PILCHER,72
A07492,Pilch,PILCHER,83
A07492,Blu,BLURT,75
A07492,Blur,BLURT,88
A07492,Slub,SLUBBER,72
A07492,Fris,FRISCO,80
A07492,Frier,FRIAR,80
A07493,Maudl,MAUDLINE,76
A07493,S. Walt,SIR WALTER,75
A07493,Wife,MIDWIFE,72
A07493,Tut,TUTOR,75
A07493,Walt,WAT,85
A07493,Nicke,NICK,88
A07493,Suſ,SUSAN,75
A07493,Allw,ALLWIT,80
A07493,Parſ,PARSON,80
A07495,Miſt. Gliſt,MISTRESS GLISTER,76
A07495,Gliſt,GLISTER,83
A07495,Gerar,GERARDINE,71
A07495,Mar,MARIA,75
A07495,Shrim,SHRIMP,90
A07495,Gudgin,GUDGEON,76
A07495,Pur,puRGE,75
A07495,Gudg,GUDGEON,72
A07495,Dryfa,DRYFAT,90
A07495,Gerard,GERARDINE,80
A07495,Purg,puRGE,88
A07498,Err,ERROR,75
A07498,Blacke Queenes Pawne,BLACK QUEEN'S PAWN,89
A07498,White Q. Pawne,WHITE PAWN,86
A07498,Blacke Q. P,BLACK PAWN,70
A07498,White Q. P,WHITE PAWN,73
A07498,Blacke B. P,BLACK PAWN,70
A07498,Black B. P,BLACK BISHOP,76
A07498,White Q P,WHITE PAWN,73
A07498,White Queenes Pawne,WHITE QUEEN'S PAWN,91
A07498,F. Biſhop,BLACK BISHOP,85
A07502.10,Flo,FLORA,75
A07502.8,Spri,SPRING,80
A07502.8,Autum,AUTUMN,90
A07502.8,Flo,FLORA,75
A07502.9,Flo,FLORA,75
A07503,New-Y,NEW YEAR,76
A07503,Dogd,DOG,85
A07504,Folly-W,FOLLYwIT,80
A07504,Folly W,FOLLYwIT,80
A07504,Folly,FOLLYwIT,76
A07504,Moth,MOTHER,80
A07504,Poſſibi,POSsIBILITY,77
A07504,Eſſe,INESSE,80
A07504,Hareb,HAREBRAIN,71
A07504,Sir Boun,SIR BOUNTEOUS,76
A07504,Foot,FOOTMAN,72
A07504,Folli,FOLLYwIT,76
A07504,Sir Bount,SIR BOUNTEOUS,81
A07504,Ineſſ,INESSE,90
A07504,Ineſ,INESSE,80
A07504,Follie,FOLLYwIT,71
A07504,Succu,ASUCCUBUS,71
A07504,Sir. Boun,SIR BOUNTEOUS,76
A07504,Moth ▪,MOTHER,80
A07504,Sir Boun ▪,SIR BOUNTEOUS,76
A07504,Sir Bou,SIR BOUNTEOUS,70
A07504,Folly ▪,FOLLYwIT,76
A07504,Conſt ▪,CONSTABLE,71
A07504,Conſt,CONSTABLE,71
A07504,Const,CONSTABLE,71
A07504,Conſta ▪,CONSTABLE,80
A07505,Boye,BOY,85
A07505,Lathe,LETHE,80
A07505,Leth,LETHE,88
A07505,Pand,PANDER,80
A07505,Leh,LETHE,75
A07505,Draw,DRAWER,80
A07505,Salew,SALEWOOD,76
A07505,Short,SHORTYARD,71
A07505,Duſt,DUSTBOX,72
A07505,Taylor,TAILOR,83
A07505,Fath,FATHER,80
A07505,Coin,COMINGS,72
A07505,Rerg,REARAGE,72
A07505,Let,LETHE,75
A07505,Gruil,GRUEL,80
A07505,Gru,GRUEL,75
A07505,Rerrage,REARAGE,85
A07505,Rerag,REARAGE,83
A07505,Faith,FATHER,72
A07505,Suſ,SUSAN,75
A07507,Phoe,PHOENIX,72
A07507,Duk,DUKE,85
A07507,Phoen,PHOENIX,83
A07507,Neece,NIECE,80
A07507,Captaine,SBA-CAPTAIN,73
A07507,Groome,GROOM,90
A07507,Groo,GROOM,88
A07507,Gro,GROOM,75
A07507,Tang,TANGLE,80
A07507,Knig,KNIGHT,80
A07507,Falſ,FALSO,88
A07507,Furt,FURTIVO,72
A07507,Fal,FALSO,75
A07507,Latron,LATRONELLO,75
A07507,Fuca,FUCATO,80
A07507,Fucat,FUCATO,90
A07507,Conſt,CONSTABLE,71
A07507,Nee,NIECE,75
A07507,Maide,MAID,88
A07507,Knigh,KNIGHT,90
A07507,Draw,DRAWER,80
A07507,Gentle,GENTLEMEN,80
A07511,Witg,wiTGOOD,72
A07511,Lampr,LAMPREY,83
A07511,Hoord,HOARD,80
A07511,Luc,LUCRE,75
A07511,Lamp,LAMPREY,72
A07511,Damp,DAMPIT,80
A07511,Lucr,LUCRE,88
A07511,Geog,GEORGE,80
A07511,Georg,GEORGE,90
A07511,Gul,GULF,85
A07511,Limb,LIMBER,80
A07511,Kixe,KIX,85
A07511,Hor,HOARD,75
A07513,Iuſtice,JUSTICE,85
A07513,Honor,HONOUR,90
A07524,Gosh,GOSHAWK,72
A07524,Green,GREENWIT,76
A07524,Sir Dap,SIR DAVY,80
A07524,Greene,GREENWIT,71
A07524,Gul,GULL,85
A07524,Mol,MOLL,85
A07524,Mist. Openworke,OPENWORK,72
A07524,Taylor,TAILOR,83
A07524,Mist. Gall,GALLIPOT,70
A07524,Sir Da,SIR DAVY,85
A07524,S. Dauy,SIR DAVY,71
A07524,Hang,HANGER,80
A07524,Seruant,SERVANTS,80
A07525,Sold,SOLDIER,72
A07525,White-Starch,STARCHES,70
A07525,Decei,DECEIT,90
A07525,Kin,KING,85
A07525,Flam,FLAMEN,80
A07637,Paſq,PASQUIL,72
A07859,Bre,BREMO,75
A07859,Bre •,BREMO,75
A07859,Comedie,COMEDY,76
A07895,Leofſlane,LEOFSTAN,82
A07906,Maiſter,MATE,72
A07907,Mate,MASTER,80
A07907,Brvte,BRUTE,80
A07907,Troya Nova,TROIA NOVA,90
A07907,Hvmber,HUMBER,83
A07907,Agnites,AGNITBS,85
A08009,Vertum,VERTUMNUS,80
A08009,Solst,SOL,75
